isolate,genus,extr_spec,corr_spec,mlst_ST,updated_ST,dnaA,fusA,gyrB,leuS,pyrG,rplB,rpoB,ST,format,type,num_seqs,sum_len,min_len,avg_len,max_len,Q1,Q2,Q3,sum_gap,N50,Q20...,Q30...,AvgQual,GC...,merge_ST
Enterobacter_asburiae_nEC133.fa,ecloacae,asburiae,asburiae,-,0,503,343,515,628,124,11,18,NA,FASTA,DNA,36,4710775,599,"130,854.9","989,671","2,156","32,654.5","158,316",0,322713,0,0,0,55.66,503_343_515_628_124_11_18
Enterobacter_bugandensis_013.fa,ecloacae,bugandensis,bugandensis,-,0,454,18,179,154,164,8,28,NA,FASTA,DNA,25,4723647,232,"188,945.9","2,510,086",380,"26,276","136,075",0,2510086,0,0,0,56.09,454_18_179_154_164_8_28
Enterobacter_bugandensis_035.fa,ecloacae,bugandensis,bugandensis,-,0,454,18,179,154,164,8,28,NA,FASTA,DNA,24,4722289,241,"196,762","2,509,284",399.5,"27,639.5","152,389.5",0,2509284,0,0,0,56.09,454_18_179_154_164_8_28
Enterobacter_bugandensis_11465.fa,ecloacae,bugandensis,bugandensis,1394,1394,365,19,42,228,30,8,29,1394,FASTA,DNA,41,4745172,206,"115,735.9","838,664","1,019","47,529","150,500",0,265153,0,0,0,56.05,365_19_42_228_30_8_29
Enterobacter_bugandensis_11637.fa,ecloacae,bugandensis,bugandensis,1694,1694,309,19,22,511,34,210,28,1694,FASTA,DNA,41,4729852,201,"115,362.2","1,235,236","1,706","34,528","119,207",0,392087,0,0,0,56.14,309_19_22_511_34_210_28
Enterobacter_bugandensis_11961.fa,ecloacae,bugandensis,bugandensis,499,499,164,18,183,200,120,8,29,499,FASTA,DNA,19,4664497,"1,196","245,499.8","1,280,842","16,264.5","111,807","302,984.5",0,656440,0,0,0,56.03,164_18_183_200_120_8_29
Enterobacter_bugandensis_120009.fa,ecloacae,bugandensis,bugandensis,1085,1085,311,18,310,372,34,143,28,1085,FASTA,DNA,33,4772622,200,"144,624.9","1,824,808",290,774,"99,702",0,772814,0,0,0,55.85,311_18_310_372_34_143_28
Enterobacter_bugandensis_120166.fa,ecloacae,bugandensis,bugandensis,-,0,512,18,132,189,126,8,28,NA,FASTA,DNA,27,4699231,200,"174,045.6","2,569,191",243,705,"96,228",0,2569191,0,0,0,55.91,512_18_132_189_126_8_28
Enterobacter_bugandensis_120182.fa,ecloacae,bugandensis,bugandensis,499,499,164,18,183,200,120,8,29,499,FASTA,DNA,30,4680457,200,"156,015.2","2,076,696",225,603,"136,102",0,678059,0,0,0,55.74,164_18_183_200_120_8_29
Enterobacter_bugandensis_12464.fa,ecloacae,bugandensis,bugandensis,795,795,132,18,42,64,30,8,29,795,FASTA,DNA,35,4723288,222,"134,951.1","1,603,032",607,"28,958","102,580.5",0,830561,0,0,0,56.03,132_18_42_64_30_8_29
Enterobacter_bugandensis_12748.fa,ecloacae,bugandensis,bugandensis,-,2301,111,18,323,130,119,8,28,NA,FASTA,DNA,30,4827995,216,"160,933.2","2,169,513",714,"5,321.5","142,134",0,753844,0,0,0,55.71,111_18_323_130_119_8_28
Enterobacter_bugandensis_12772.fa,ecloacae,bugandensis,bugandensis,-,0,132,18,32,331,212,110,29,NA,FASTA,DNA,28,4706212,254,"168,079","1,353,275",799,"68,545.5","234,320.5",0,502292,0,0,0,56.02,132_18_32_331_212_110_29
Enterobacter_bugandensis_13536.fa,ecloacae,bugandensis,bugandensis,-,2301,111,18,323,130,119,8,28,NA,FASTA,DNA,29,4785372,255,"165,012.8","2,163,406",814,"5,611","142,134",0,688759,0,0,0,55.78,111_18_323_130_119_8_28
Enterobacter_bugandensis_13607.fa,ecloacae,bugandensis,bugandensis,-,0,130,18,129,231,126,90,128,NA,FASTA,DNA,30,4751569,200,"158,385.6","1,207,168",336,"14,626","157,773",0,690735,0,0,0,55.97,130_18_129_231_126_90_128
Enterobacter_bugandensis_13636.fa,ecloacae,bugandensis,bugandensis,-,0,246,18,516,439,230,72,29,NA,FASTA,DNA,37,4694606,227,"126,881.2","1,644,314",880,"26,022","87,552",0,499570,0,0,0,56.04,246_18_516_439_230_72_29
Enterobacter_bugandensis_1367.fa,ecloacae,bugandensis,bugandensis,795,795,132,18,42,64,30,8,29,795,FASTA,DNA,1,4750456,"4,750,456","4,750,456","4,750,456","4,750,456","4,750,456","4,750,456",0,4750456,0,0,0,55.97,132_18_42_64_30_8_29
Enterobacter_bugandensis_137.fa,ecloacae,bugandensis,bugandensis,-,0,454,18,179,154,164,8,28,NA,FASTA,DNA,28,4708778,237,"168,170.6","2,111,097",355.5,"13,956","152,369",0,522371,0,0,0,56.09,454_18_179_154_164_8_28
Enterobacter_bugandensis_14665.fa,ecloacae,bugandensis,bugandensis,-,2503,177,162,22,298,34,8,165,NA,FASTA,DNA,37,4738342,223,"128,063.3","2,078,599",289,"26,203","137,157",0,358323,0,0,0,56,177_162_22_298_34_8_165
Enterobacter_bugandensis_14701.fa,ecloacae,bugandensis,bugandensis,718,718,140,18,248,31,230,8,29,718,FASTA,DNA,43,4706479,202,"109,453","990,800","1,177","45,436","154,131",0,245001,0,0,0,56.08,140_18_248_31_230_8_29
Enterobacter_bugandensis_14801.fa,ecloacae,bugandensis,bugandensis,718,718,140,18,248,31,230,8,29,718,FASTA,DNA,41,4637877,204,"113,119","882,990",254,"1,183","123,907",0,508674,0,0,0,56.06,140_18_248_31_230_8_29
Enterobacter_bugandensis_14983.fa,ecloacae,bugandensis,bugandensis,1085,1085,311,18,310,372,34,143,28,1085,FASTA,DNA,32,4834871,228,"151,089.7","1,203,644",355.5,"14,655.5","195,357",0,659884,0,0,0,55.96,311_18_310_372_34_143_28
Enterobacter_bugandensis_15501.fa,ecloacae,bugandensis,bugandensis,-,0,75,18,516,228,241,8,29,NA,FASTA,DNA,29,4841116,217,"166,935","1,187,201",578,"5,410","140,801",0,700378,0,0,0,55.93,75_18_516_228_241_8_29
Enterobacter_bugandensis_15584.fa,ecloacae,bugandensis,bugandensis,-,1098,33,81,334,228,241,8,204,NA,FASTA,DNA,35,4823423,217,"137,812.1","1,314,100",608,"3,444","152,302.5",0,541263,0,0,0,55.73,33_81_334_228_241_8_204
Enterobacter_bugandensis_15788.fa,ecloacae,bugandensis,bugandensis,1694,1694,309,19,22,511,34,210,28,1694,FASTA,DNA,49,4715355,204,"96,231.7","1,443,113",914,"3,700","96,857",0,500056,0,0,0,56.06,309_19_22_511_34_210_28
Enterobacter_bugandensis_15988.fa,ecloacae,bugandensis,bugandensis,1085,1085,311,18,310,372,34,143,28,1085,FASTA,DNA,21,4698028,200,"223,715.6","1,440,572",487,"26,162","169,110",0,1214825,0,0,0,56.07,311_18_310_372_34_143_28
Enterobacter_bugandensis_16523.fa,ecloacae,bugandensis,bugandensis,386,386,122,18,135,135,126,8,29,386,FASTA,DNA,49,4991360,202,"101,864.5","797,757",534,"5,199","135,031",0,361870,0,0,0,55.65,122_18_135_135_126_8_29
Enterobacter_bugandensis_16G111.fa,ecloacae,bugandensis,bugandensis,1096,1096,75,18,64,64,32,8,29,1096,FASTA,DNA,43,4847391,210,"112,730","953,932","1,499.5","49,221","121,105.5",0,271220,0,0,0,55.91,75_18_64_64_32_8_29
Enterobacter_bugandensis_209.fa,ecloacae,bugandensis,bugandensis,-,0,454,18,179,154,164,8,28,NA,FASTA,DNA,42,4728504,233,"112,583.4","2,602,999",251,313.5,"29,166",0,2602999,0,0,0,56.08,454_18_179_154_164_8_28
Enterobacter_bugandensis_220.fa,ecloacae,bugandensis,bugandensis,1140,1140,322,110,200,390,120,76,28,1140,FASTA,DNA,2,4917759,"151,140","2,458,879.5","4,766,619","151,140","2,458,879.5","4,766,619",0,4766619,0,0,0,55.86,322_110_200_390_120_76_28
Enterobacter_bugandensis_34747.fa,ecloacae,bugandensis,bugandensis,1052,1052,288,18,323,142,126,8,29,1052,FASTA,DNA,44,4800079,205,"109,092.7","1,130,546",457.5,"29,390","130,965.5",0,332486,0,0,0,55.98,288_18_323_142_126_8_29
Enterobacter_bugandensis_35395.fa,ecloacae,bugandensis,bugandensis,499,499,164,18,183,200,120,8,29,499,FASTA,DNA,26,4697954,201,"180,690.5","1,280,490",570,"16,272.5","168,242",0,692228,0,0,0,55.97,164_18_183_200_120_8_29
Enterobacter_bugandensis_36350.fa,ecloacae,bugandensis,bugandensis,-,0,276,18,32,200,34,110,28,NA,FASTA,DNA,31,4794451,204,"154,659.7","2,228,462",272,"1,600","102,553",0,655676,0,0,0,55.93,276_18_32_200_34_110_28
Enterobacter_bugandensis_4928STDY7071562.fa,ecloacae,bugandensis,bugandensis,-,0,111,18,248,573,126,142,28,NA,FASTA,DNA,49,4837988,399,"98,734.4","475,829","7,428","67,811","151,307",0,213618,0,0,0,55.83,111_18_248_573_126_142_28
Enterobacter_bugandensis_AR0602.fa,ecloacae,bugandensis,bugandensis,-,0,33,18,512,228,126,76,28,NA,FASTA,DNA,44,4906141,201,"111,503.2","1,066,048",487,"3,988.5","116,244.5",0,447573,0,0,0,55.85,33_18_512_228_126_76_28
Enterobacter_bugandensis_AR0788.fa,ecloacae,bugandensis,bugandensis,-,0,203,18,441,514,126,142,28,NA,FASTA,DNA,39,4939541,202,"126,654.9","1,409,233",587,"26,240","118,293.5",0,397899,0,0,0,55.76,203_18_441_514_126_142_28
Enterobacter_bugandensis_AR1358.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,38,4762275,201,"125,323","2,164,166",359,"15,071","112,080",0,508718,0,0,0,55.97,111_18_123_130_119_8_28
Enterobacter_bugandensis_AR1446.fa,ecloacae,bugandensis,bugandensis,718,718,140,18,248,31,230,8,29,718,FASTA,DNA,40,4776759,204,"119,419","883,059",486.5,"15,248","130,587",0,495135,0,0,0,55.87,140_18_248_31_230_8_29
Enterobacter_bugandensis_AR2135.fa,ecloacae,bugandensis,bugandensis,1052,1052,288,18,323,142,126,8,29,1052,FASTA,DNA,36,4630731,212,"128,631.4","1,089,341",457.5,"29,390","184,465.5",0,356491,0,0,0,56.03,288_18_323_142_126_8_29
Enterobacter_bugandensis_AR2339.fa,ecloacae,bugandensis,bugandensis,-,0,111,18,512,130,119,8,28,NA,FASTA,DNA,38,4740452,218,"124,748.7","924,931",294,"1,297","142,174",0,590796,0,0,0,56.01,111_18_512_130_119_8_28
Enterobacter_bugandensis_AR2488.fa,ecloacae,bugandensis,bugandensis,-,1943,288,18,216,267,120,17,30,NA,FASTA,DNA,24,4656306,200,"194,012.8","1,961,243","1,101","27,560","200,323",0,648763,0,0,0,55.93,288_18_216_267_120_17_30
Enterobacter_bugandensis_AR2675.fa,ecloacae,bugandensis,bugandensis,-,0,276,18,32,231,164,90,30,NA,FASTA,DNA,21,4820820,201,"229,562.9","2,005,118","1,019","28,958","169,192",0,690581,0,0,0,55.84,276_18_32_231_164_90_30
Enterobacter_bugandensis_AR2787.fa,ecloacae,bugandensis,bugandensis,1675,1675,155,304,179,553,34,208,29,1675,FASTA,DNA,35,4972263,210,"142,064.7","2,796,568",484.5,"4,754","57,579.5",0,2796568,0,0,0,55.75,155_304_179_553_34_208_29
Enterobacter_bugandensis_AR2858.fa,ecloacae,bugandensis,bugandensis,-,1943,288,18,216,267,120,17,30,NA,FASTA,DNA,42,4660214,201,"110,957.5","1,961,176",248,"1,234","112,156",0,648827,0,0,0,55.92,288_18_216_267_120_17_30
Enterobacter_bugandensis_AR2973.fa,ecloacae,bugandensis,bugandensis,718,718,140,18,248,31,230,8,29,718,FASTA,DNA,30,4654491,218,"155,149.7","871,230",586,"37,280","245,041",0,473317,0,0,0,56,140_18_248_31_230_8_29
Enterobacter_bugandensis_AR3023.fa,ecloacae,bugandensis,bugandensis,-,0,132,18,42,154,34,8,29,NA,FASTA,DNA,34,4708382,212,"138,481.8","1,767,265",353,"1,541","81,464",0,713272,0,0,0,55.89,132_18_42_154_34_8_29
Enterobacter_bugandensis_AR3297.fa,ecloacae,bugandensis,bugandensis,35,35,31,19,42,31,33,17,28,35,FASTA,DNA,29,4796490,214,"165,396.2","1,599,337",852,"40,947","144,351",0,461012,0,0,0,55.9,31_19_42_31_33_17_28
Enterobacter_bugandensis_CORE_Ent13.fa,ecloacae,bugandensis,bugandensis,-,0,309,81,22,200,164,8,342,NA,FASTA,DNA,21,4702999,"1,019","223,952.3","1,696,723","21,816","81,172","132,836",0,680518,0,0,0,56.05,309_81_22_200_164_8_342
Enterobacter_bugandensis_EC69.fa,ecloacae,bugandensis,bugandensis,1052,1052,288,18,323,142,126,8,29,1052,FASTA,DNA,32,4668512,632,"145,891","1,145,191","3,361","78,853","174,478.5",0,322409,0,0,0,55.99,288_18_323_142_126_8_29
Enterobacter_bugandensis_ECC23.fa,ecloacae,bugandensis,bugandensis,1096,1096,75,18,64,64,32,8,29,1096,FASTA,DNA,31,4701631,522,"151,665.5","670,791","7,645.5","106,879","204,950",0,330652,0,0,0,56.03,75_18_64_64_32_8_29
Enterobacter_bugandensis_ECC247.fa,ecloacae,bugandensis,bugandensis,-,2506,29,18,32,33,29,213,30,NA,FASTA,DNA,35,4724569,533,"134,987.7","1,219,673","1,925.5","36,615","171,410",0,370918,0,0,0,56.06,29_18_32_33_29_213_30
Enterobacter_bugandensis_ECC2572.fa,ecloacae,bugandensis,bugandensis,-,0,130,18,129,231,126,90,128,NA,FASTA,DNA,30,4789183,584,"159,639.4","2,518,331",818,"3,106","111,031",0,2518331,0,0,0,55.77,130_18_129_231_126_90_128
Enterobacter_bugandensis_ECH10.fa,ecloacae,bugandensis,bugandensis,-,0,245,18,106,460,30,NA,29,NA,FASTA,DNA,44,4564612,374,"103,741.2","349,608","21,423","86,309","146,920",0,177198,0,0,0,56.25,245_18_106_460_30_NA_29
Enterobacter_bugandensis_ECH27.fa,ecloacae,bugandensis,bugandensis,431,431,140,18,157,167,120,8,29,431,FASTA,DNA,49,4674275,387,"95,393.4","475,546","14,475","68,944","130,315",0,179247,0,0,0,56.2,140_18_157_167_120_8_29
Enterobacter_bugandensis_ECH5.fa,ecloacae,bugandensis,bugandensis,-,0,368,18,22,461,126,NA,28,NA,FASTA,DNA,41,4511576,"1,131","110,038.4","494,690","28,912","61,401","137,787",0,211017,0,0,0,56.38,368_18_22_461_126_NA_28
Enterobacter_bugandensis_FDAARGOS_1427.fa,ecloacae,bugandensis,bugandensis,495,495,75,19,181,198,164,8,107,495,FASTA,DNA,3,5037689,"14,816","1,679,229.7","4,723,885","156,902","298,988","2,511,436.5",0,4723885,0,0,0,55.43,75_19_181_198_164_8_107
Enterobacter_bugandensis_FDAARGOS_1496.fa,ecloacae,bugandensis,bugandensis,495,495,75,19,181,198,164,8,107,495,FASTA,DNA,2,5022873,"298,988","2,511,436.5","4,723,885","298,988","2,511,436.5","4,723,885",0,4723885,0,0,0,55.44,75_19_181_198_164_8_107
Enterobacter_bugandensis_FDAARGOS_1497.fa,ecloacae,bugandensis,bugandensis,495,495,75,19,181,198,164,8,107,495,FASTA,DNA,2,5022873,"298,988","2,511,436.5","4,723,885","298,988","2,511,436.5","4,723,885",0,4723885,0,0,0,55.44,75_19_181_198_164_8_107
Enterobacter_bugandensis_FDAARGOS_1520.fa,ecloacae,bugandensis,bugandensis,495,495,75,19,181,198,164,8,107,495,FASTA,DNA,2,5022873,"298,988","2,511,436.5","4,723,885","298,988","2,511,436.5","4,723,885",0,4723885,0,0,0,55.44,75_19_181_198_164_8_107
Enterobacter_bugandensis_G4868.fa,ecloacae,bugandensis,bugandensis,-,0,202,18,34,630,31,8,28,NA,FASTA,DNA,42,4691824,397,"111,710.1","535,945",705,"65,704.5","173,031",0,277037,0,0,0,56.13,202_18_34_630_31_8_28
Enterobacter_bugandensis_GCF_900324475.1.fa,ecloacae,bugandensis,NA,495,495,75,19,181,198,164,8,107,495,FASTA,DNA,1,4717613,"4,717,613","4,717,613","4,717,613","4,717,613","4,717,613","4,717,613",0,4717613,0,0,0,56,75_19_181_198_164_8_107
Enterobacter_bugandensis_GN02283.fa,ecloacae,bugandensis,bugandensis,695,695,224,116,182,267,34,8,140,695,FASTA,DNA,39,4796531,971,"122,988","907,435","26,754","59,767","174,965.5",0,237461,0,0,0,55.93,224_116_182_267_34_8_140
Enterobacter_bugandensis_GN02548.fa,ecloacae,bugandensis,bugandensis,701,701,227,18,138,189,119,110,142,701,FASTA,DNA,32,4911267,546,"153,477.1","1,308,147","1,773.5","35,181","156,943.5",0,515913,0,0,0,55.7,227_18_138_189_119_110_142
Enterobacter_bugandensis_GN04787.fa,ecloacae,bugandensis,bugandensis,-,0,132,18,200,32,34,8,29,NA,FASTA,DNA,46,4936305,720,"107,311","445,827","20,234","80,955","133,814",0,168477,0,0,0,55.66,132_18_200_32_34_8_29
Enterobacter_bugandensis_GN05729.fa,ecloacae,bugandensis,bugandensis,-,0,111,18,248,573,126,8,28,NA,FASTA,DNA,38,4619341,512,"121,561.6","634,969","1,177","82,087.5","194,810",0,220596,0,0,0,56.18,111_18_248_573_126_8_28
Enterobacter_bugandensis_IF2SW-B1.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,2,4932663,"164,288","2,466,331.5","4,768,375","164,288","2,466,331.5","4,768,375",0,4768375,0,0,0,55.89,111_18_123_130_119_8_28
Enterobacter_bugandensis_IF2SW-B4.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,36,4893950,203,"135,943.1","1,499,956",599.5,"27,536","155,252.5",0,481345,0,0,0,55.91,111_18_123_130_119_8_28
Enterobacter_bugandensis_IF2SW-B5.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,12,4921702,"12,200","410,141.8","1,190,035","152,870","267,450","670,505",0,717610,0,0,0,55.83,111_18_123_130_119_8_28
Enterobacter_bugandensis_IF2SW-F2.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,25,4887503,"1,715","195,500.1","1,326,606","32,204","112,052","223,983",0,299297,0,0,0,55.92,111_18_123_130_119_8_28
Enterobacter_bugandensis_IF2SW-F3.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,22,4890320,806,"222,287.3","1,855,438","26,135","101,408.5","224,223",0,808302,0,0,0,55.91,111_18_123_130_119_8_28
Enterobacter_bugandensis_IF2SW-P2.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,2,4932659,"164,284","2,466,329.5","4,768,375","164,284","2,466,329.5","4,768,375",0,4768375,0,0,0,55.89,111_18_123_130_119_8_28
Enterobacter_bugandensis_IF2SW-P3.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,2,4931846,"164,285","2,465,923","4,767,561","164,285","2,465,923","4,767,561",0,4767561,0,0,0,55.89,111_18_123_130_119_8_28
Enterobacter_bugandensis_IF3SW-P2.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,2,4933260,"164,286","2,466,630","4,768,974","164,286","2,466,630","4,768,974",0,4768974,0,0,0,55.9,111_18_123_130_119_8_28
Enterobacter_bugandensis_IFACSW-B2.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,40,4894505,203,"122,362.6","1,499,956",553.5,"25,286.5","141,001",0,481191,0,0,0,55.91,111_18_123_130_119_8_28
Enterobacter_bugandensis_IFACSW-B4.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,35,4894675,203,"139,847.9","1,801,920",587.5,"28,937","110,915",0,808304,0,0,0,55.91,111_18_123_130_119_8_28
Enterobacter_bugandensis_IFACSW-B5.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,37,4893888,203,"132,267.2","1,499,956",585,"28,937","112,052",0,481191,0,0,0,55.91,111_18_123_130_119_8_28
Enterobacter_bugandensis_IFACSW-P1.fa,ecloacae,bugandensis,bugandensis,-,2504,111,18,123,130,119,8,28,NA,FASTA,DNA,36,4893901,203,"135,941.7","1,802,211",658,"20,924.5","141,729",0,481191,0,0,0,55.91,111_18_123_130_119_8_28
Enterobacter_bugandensis_IIT-BT_08.fa,ecloacae,bugandensis,bugandensis,718,718,140,18,248,31,230,8,29,718,FASTA,DNA,1,4672040,"4,672,040","4,672,040","4,672,040","4,672,040","4,672,040","4,672,040",0,4672040,0,0,0,56,140_18_248_31_230_8_29
Enterobacter_bugandensis_M38.fa,ecloacae,bugandensis,bugandensis,-,0,247,18,197,31,34,8,30,NA,FASTA,DNA,50,4681382,203,"93,627.6","1,497,434",267,"13,600.5","81,984",0,503867,0,0,0,56.08,247_18_197_31_34_8_30
Enterobacter_bugandensis_P7RS.fa,ecloacae,bugandensis,bugandensis,1080,1080,140,18,22,107,241,8,29,1080,FASTA,DNA,44,4765426,202,"108,305.1","1,116,455",332,"25,044.5","131,192",0,311990,0,0,0,56,140_18_22_107_241_8_29
Enterobacter_bugandensis_S19010500009.fa,ecloacae,bugandensis,bugandensis,386,386,122,18,135,135,126,8,29,386,FASTA,DNA,42,4852493,204,"115,535.5","715,768",939,"40,246","136,676",0,383041,0,0,0,55.6,122_18_135_135_126_8_29
Enterobacter_bugandensis_S3chifantai-1-3.fa,ecloacae,bugandensis,bugandensis,-,2509,361,18,22,200,32,8,243,NA,FASTA,DNA,27,4705926,719,"174,293.6","1,436,226","11,734","81,466","160,872",0,494193,0,0,0,56.03,361_18_22_200_32_8_243
Enterobacter_bugandensis_S68-1.fa,ecloacae,bugandensis,bugandensis,921,921,276,18,295,331,34,8,29,921,FASTA,DNA,32,4712655,425,"147,270.5","709,817","1,196","86,428.5","244,992.5",0,315733,0,0,0,55.95,276_18_295_331_34_8_29
Enterobacter_bugandensis_STN0717-56.fa,ecloacae,bugandensis,bugandensis,1052,1052,288,18,323,142,126,8,29,1052,FASTA,DNA,1,4635750,"4,635,750","4,635,750","4,635,750","4,635,750","4,635,750","4,635,750",0,4635750,0,0,0,56.02,288_18_323_142_126_8_29
Enterobacter_bugandensis_UENF-21GII.fa,ecloacae,bugandensis,bugandensis,-,0,111,18,336,298,33,8,29,NA,FASTA,DNA,17,4765459,827,"280,321.1","1,573,213","8,370","81,408","256,318",0,1030401,0,0,0,55.88,111_18_336_298_33_8_29
Enterobacter_bugandensis_UMB0660.fa,ecloacae,bugandensis,bugandensis,718,718,140,18,248,31,230,8,29,718,FASTA,DNA,22,4649113,343,"211,323.3","871,176","28,946","120,127.5","280,961",0,473167,0,0,0,55.97,140_18_248_31_230_8_29
Enterobacter_bugandensis_UMB0819.fa,ecloacae,bugandensis,bugandensis,718,718,140,18,248,31,230,8,29,718,FASTA,DNA,20,4654361,371,"232,718.1","1,046,065","27,920","120,129.5","296,314",0,529935,0,0,0,56.02,140_18_248_31_230_8_29
Enterobacter_bugandensis_WCHEB045359.fa,ecloacae,bugandensis,bugandensis,35,35,31,19,42,31,33,17,28,35,FASTA,DNA,36,4871055,282,"135,307.1","740,078","3,944.5","49,656.5","182,553",0,340698,0,0,0,55.85,31_19_42_31_33_17_28
Enterobacter_bugandensis_WCHEB090029.fa,ecloacae,bugandensis,bugandensis,718,718,140,18,248,31,230,8,29,718,FASTA,DNA,46,4757330,257,"103,420.2","529,522","1,686","63,204.5","170,640",0,208431,0,0,0,55.86,140_18_248_31_230_8_29
Enterobacter_bugandensis_WCHEB090031.fa,ecloacae,bugandensis,bugandensis,-,0,309,18,193,573,34,8,302,NA,FASTA,DNA,38,4618173,228,"121,530.9","901,434","1,019","30,607","173,848",0,319092,0,0,0,56.17,309_18_193_573_34_8_302
Enterobacter_bugandensis_WCHEB090210.fa,ecloacae,bugandensis,bugandensis,499,499,164,18,183,200,120,8,29,499,FASTA,DNA,46,4704549,296,"102,272.8","496,971","1,686","20,424","173,941",0,263418,0,0,0,55.96,164_18_183_200_120_8_29
Enterobacter_bugandensis_XL95.fa,ecloacae,bugandensis,bugandensis,-,0,246,18,512,298,34,142,29,NA,FASTA,DNA,2,4734039,"2,870","2,367,019.5","4,731,169","2,870","2,367,019.5","4,731,169",0,4731169,0,0,0,56.01,246_18_512_298_34_142_29
Enterobacter_bugandensis_e1342.fa,ecloacae,bugandensis,bugandensis,791,791,165,18,278,154,248,8,28,791,FASTA,DNA,48,4744423,339,"98,842.1","984,862","22,212","67,972.5","108,187.5",0,185626,0,0,0,55.78,165_18_278_154_248_8_28
Enterobacter_bugandensis_e1527.fa,ecloacae,bugandensis,bugandensis,795,795,132,18,42,64,30,8,29,795,FASTA,DNA,23,4643283,327,"201,881.9","1,053,043","43,898.5","82,579","288,620.5",0,455137,0,0,0,56.06,132_18_42_64_30_8_29
Enterobacter_bugandensis_e977.fa,ecloacae,bugandensis,bugandensis,784,784,177,162,276,298,34,8,165,784,FASTA,DNA,24,4701252,325,"195,885.5","1,352,048","15,311.5","127,202.5","223,954",0,347798,0,0,0,56.02,177_162_276_298_34_8_165
Enterobacter_bugandensis_nEC134.fa,ecloacae,bugandensis,bugandensis,-,0,276,18,135,189,32,8,29,NA,FASTA,DNA,38,4935984,524,"129,894.3","1,375,703","1,714","7,019.5","81,755",0,510439,0,0,0,55.81,276_18_135_189_32_8_29
Enterobacter_bugandensis_nEC135.fa,ecloacae,bugandensis,bugandensis,-,0,276,18,135,189,32,8,29,NA,FASTA,DNA,46,4996812,522,"108,626.3","820,732","1,539","17,464.5","81,218",0,510439,0,0,0,55.77,276_18_135_189_32_8_29
Enterobacter_cancerogenus_ATCC_35316.fa,ecloacae,cancerogenus,cancerogenus,-,2745,242,155,258,290,421,103,154,NA,FASTA,DNA,10,4638653,551,"463,865.3","2,235,134","2,010","104,543","1,007,801",0,1031480,0,0,0,55.81,242_155_258_290_421_103_154
Enterobacter_cancerogenus_C9.fa,ecloacae,cancerogenus,chuandaensis,944,944,283,184,201,343,277,86,120,944,FASTA,DNA,25,4871986,"1,466","194,879.4","1,425,305","5,770","75,355","286,724",0,430159,0,0,0,55.39,283_184_201_343_277_86_120
